Name,WOD 1,WOD 2,WOD 3,WOD 4,WOD 5,WOD 6,WOD 7
TREVOR  TURNER,572.0,23.0,265.0,102.0,160.0,2211.0,118.0
DILLON BRAMBLITT,460.0,24.0,255.0,75.0,158.0,2250.0,91.0
TJ OWENS,449.0,26.0,245.0,86.0,170.0,2175.0,61.0
CHRISTOPHER PINEDO,500.0,24.0,245.0,90.0,179.0,2082.0,85.0
CARLOS SOARES,508.0,25.0,242.5,92.0,168.0,2203.0,95.0
BILLY  HILL,472.0,26.0,242.0,98.0,162.0,2201.0,68.0
COOPER HUGHES,502.0,26.0,245.0,89.0,157.0,2257.0,68.0
BRETT THOMAS,539.0,30.0,255.0,90.0,154.0,2189.0,40.0
MARTIN WASHINGTON,594.0,25.0,235.0,117.0,151.0,2232.0,66.0
ADAM  JUDNICH ,521.0,26.0,275.0,90.0,160.0,2107.0,63.0
KARL SUABEDISSEN,500.0,20.0,226.0,115.0,112.0,2289.0,62.0
KENDELL KANE,546.0,21.0,215.0,96.0,180.0,2112.0,88.0
SERGIO TORRES RAMOS,489.0,21.0,265.0,64.0,169.0,2117.0,64.0
KEVIN HUGHES,540.0,25.0,250.0,78.0,170.0,2022.0,89.0
ALAN JOHNSON,528.0,27.0,245.0,71.0,159.0,2182.0,88.0
GUSTAVO ORTEGA,502.0,21.0,235.0,77.0,177.0,2108.0,84.0
MAURO OLMEDO,562.0,19.0,255.0,76.0,170.0,2173.0,95.0
BARTT FOSTER,599.0,20.0,260.0,100.0,151.0,2170.0,109.0
JOEL DUNN,490.0,20.0,275.0,91.0,126.0,2090.0,68.0
DYLAN CALDWELL,539.0,26.0,253.0,95.0,153.0,2104.0,44.0
FELIPE LEON,551.0,23.0,225.0,98.0,157.0,2230.0,61.0
JEANCARLO PICADO,696.0,26.0,245.0,86.0,156.0,2185.0,56.0
PAUL MARTIN,681.0,21.0,226.5,114.0,150.0,2110.0,84.0
MARK BROWN,537.0,23.0,275.0,72.0,114.0,2066.0,48.0
GRAHAM MATTHEWS,596.0,23.0,265.0,78.0,148.0,2056.0,39.0
SUTTON BURNARD,602.0,22.0,225.0,92.0,105.0,2251.0,42.0
CALVIN FARMER,524.0,10.0,205.0,102.0,152.0,2170.0,37.0
MARC TANNOURI,473.0,23.0,198.41,88.0,140.0,1998.0,48.0
GUY ABBOTT,558.0,24.0,235.0,71.0,126.0,2130.0,64.0
JUAN  QUINTANILLA ,565.0,22.0,245.0,86.0,142.0,2128.0,24.0
KRIS TRYBER,610.0,21.0,225.0,92.0,119.0,2118.0,83.0
JEAN PIERRE PICADO ,720.0,23.0,232.0,89.0,153.0,2112.0,57.0
CHRISTOPHER  SILVA ,528.0,21.0,205.0,81.0,107.0,2179.0,59.0
JORDAN VIGIL,639.0,19.0,235.0,95.0,115.0,2108.0,64.0
DYLAN BRENDLE,528.0,15.0,226.0,70.0,115.0,2118.0,64.0
GREG BRUMMITT,680.0,15.0,225.0,87.0,136.0,2201.0,47.0
ALEXANDER  BURGEI,708.0,14.0,225.0,88.0,142.0,2169.0,44.0
JESSIE DAVIS,626.0,21.0,225.0,87.0,140.0,2063.0,36.0
MATTHEW WOOD,845.0,19.0,220.46,87.0,118.0,2195.0,46.0
JOHNATHON  WANGMAN,788.0,18.0,209.0,92.0,127.0,2123.0,39.0
CESAR PUGA,756.0,20.0,235.0,72.0,102.0,2125.0,44.0
AARON PONTIOUS,883.0,10.0,175.0,78.0,137.0,2010.0,23.0
SPENCER LOWE,863.0,7.0,175.0,117.0,152.0,2054.0,112.0
COREY HAWKINS,806.0,6.0,180.0,106.0,104.0,2096.0,85.0
MIKE DOUGLAS,365.0,36.0,296.0,145.0,174.0,2425.0,0
DEVIN O'NEILL,350.0,37.0,335.0,120.0,157.0,2395.0,0
SERGIO MARTINEZ,350.0,40.0,285.0,117.0,0,2298.0,190.0
MARK TABAKA,486.0,35.0,295.0,134.0,0,2480.0,185.0
LACHLAN CASSIDY,321.0,32.0,264.0,126.0,185.0,2343.0,0
ROB MOLONEY ,384.0,32.0,277.0,130.0,210.0,2325.0,0
NATE HOILAND,351.0,33.0,290.0,115.0,179.0,2228.0,0
CHRISTOPHER KRUEGER,380.0,36.0,255.0,133.0,152.0,2411.0,0
BEN LANZ,434.0,31.0,315.0,117.0,0,2214.0,160.0
DARREN MARKS,381.0,28.0,315.0,123.0,186.0,2176.0,0
BRUNO ALMEIDA,395.0,35.0,245.0,121.0,200.0,2310.0,0
STEVEN ANTOINE,516.0,31.0,309.0,127.0,156.0,2358.0,0
OWEN ROBERTS,564.0,31.0,309.0,121.0,180.0,2262.0,0
MAX HOLLINGWORTH,440.0,30.0,305.0,114.0,165.0,2362.0,0
KENTON SAN MIGUEL,446.0,29.0,315.0,108.0,167.0,2303.0,0
KEVIN CHRISMAN,404.0,26.0,291.0,111.0,169.0,2253.0,0
BRANDON MONK,467.0,30.0,275.0,119.0,170.0,2272.0,0
VJ GIULIO,466.0,30.0,295.0,121.0,156.0,2155.0,0
TIM  DOONAN,399.0,28.0,245.0,124.0,169.0,2267.0,0
CHASE  WOODS,465.0,30.0,265.0,123.0,158.0,2302.0,0
JULIAN BOX,482.0,31.0,275.0,100.0,176.0,0,68.0
DYLAN HUSTON,475.0,27.0,290.0,112.0,172.0,1142.0,0
JOSHUA HEDRICK,444.0,27.0,245.0,112.0,166.0,2314.0,0
THOMAS MCARN,405.0,19.0,265.0,116.0,162.0,2273.0,0
KYLE OTIS  GARCIA ,470.0,25.0,268.0,96.0,0,2246.0,123.0
PAULO  VELEZ,538.0,31.0,265.0,107.0,160.0,2182.0,0
PIERRE-OLIVIER BOUCHER,452.0,24.0,255.0,97.0,150.0,0,92.0
HELGI ARNAR  JÓNSSON,442.0,20.0,253.0,109.0,160.0,2136.0,0
DOUG DEMARCO,536.0,27.0,275.0,74.0,105.0,2213.0,0
THERRON GREER,501.0,23.0,235.0,101.0,173.0,2042.0,0
KORY  KENNEDY,718.0,19.0,255.0,122.0,94.0,2253.0,0
YUKIHIRO KOSUGI,708.0,21.0,235.0,96.0,129.0,0,68.0
PATRICK  VINCE,720.0,21.0,235.0,92.0,107.0,2192.0,0
JOSH PERKINS,563.0,19.0,236.0,75.0,151.0,2043.0,0
JENS  WOHLBIER,568.0,11.0,220.0,72.0,109.0,2118.0,0
MARK HUTCHINSON,309.0,36.0,327.0,153.0,247.0,0,0
CHASE SMITH,316.0,37.0,322.0,161.0,250.0,0,0
BAYDEN  BROWN ,319.0,41.0,330.0,146.0,212.0,0,0
ZACH  WATTS ,329.0,36.0,335.0,144.0,225.0,0,0
JOHN IRVINE,318.0,35.0,335.0,139.0,229.0,0,0
CHRIS MOUNCE,330.0,35.0,327.0,149.0,213.0,0,0
COREY LUNNEY,306.0,37.0,305.0,141.0,232.0,0,0
NYCOLAS JOYAL,315.0,35.0,297.0,163.0,259.0,0,0
NICK DELGRANDE,353.0,40.0,325.0,137.0,230.0,0,0
CHRISTIAN RAMON,318.0,36.0,305.0,146.0,225.0,0,0
JOSH  WORKMAN,304.0,35.0,310.0,132.0,240.0,0,0
JASON CARROLL,317.0,38.0,282.0,145.0,255.0,0,0
KEVIN WINKENS,319.0,34.0,300.0,154.0,234.0,0,0
NICHOLAS ALVARENGA,342.0,35.0,295.0,168.0,242.0,0,0
ALEXANDER JOHNSON,323.0,34.0,287.0,151.0,284.0,0,0
ROY VOSS,364.0,36.0,315.0,144.0,232.0,0,0
THROSTUR OLASON,349.0,39.0,343.0,125.0,191.0,0,0
IRVING HERNANDEZ,305.0,35.0,305.0,123.0,240.0,0,0
COLTEN MERTENS,352.0,35.0,286.0,147.0,280.0,0,0
CHRISTIAN  DEALBA,326.0,34.0,295.0,128.0,236.0,0,0
JONATHAN DUNLOP,339.0,34.0,319.67,131.0,180.0,0,0
JOE MUNNO,336.0,34.0,305.0,125.0,224.0,0,0
HUNTER HOLIFIELD,345.0,38.0,305.5,121.0,201.0,0,0
NICO PETRUZZI,339.0,35.0,290.0,138.0,220.0,0,0
JOHN VANDERCAR,307.0,32.0,307.0,124.0,210.0,0,0
SONNY ZICKEFOOSE,358.0,34.0,315.0,139.0,182.0,0,0
BLAKE SAMA,306.0,32.0,277.0,145.0,224.0,0,0
RJ BALDONI,323.0,36.0,306.0,113.0,201.0,0,0
MAX  VARGAS,358.0,35.0,327.0,120.0,180.0,0,0
REID WORTHINGTON,411.0,35.0,323.0,135.0,197.0,0,0
MATTHEW WATSON,425.0,38.0,310.0,124.0,217.0,0,0
EREN KIM,350.0,35.0,308.0,111.0,205.0,0,0
JESSE JOHNSON,341.0,34.0,275.0,135.0,212.0,0,0
JOSHUA RUDESILL,330.0,33.0,312.0,101.0,199.0,0,0
TERRENCE LIMBERT,376.0,34.0,317.0,126.0,175.0,0,0
STEPHEN JONES,354.0,33.0,305.0,119.0,191.0,0,0
BENOÎT BOULANGER,354.0,34.0,297.0,118.0,194.0,0,0
TYLER ANDERSON,339.0,35.0,275.0,128.0,176.0,0,0
JEFF MILLER,394.0,34.0,280.0,136.0,213.0,0,0
CHRIS HARRIS,414.0,31.0,315.0,131.0,179.0,0,0
BLAKE MCONIE,350.0,32.0,275.0,122.0,222.0,0,0
JAVI GALAN,469.0,35.0,305.0,132.0,178.0,0,0
MIGUEL GARDUNO,362.0,32.0,327.5,114.0,165.0,0,0
TYLER WEDDINGTON,384.0,31.0,319.0,117.0,178.0,0,0
JOSE MANUEL DIAZ,356.0,34.0,305.0,113.0,167.0,0,0
BRIAN HORWATH,334.0,27.0,257.0,132.0,254.0,0,0
JOSEPH  SATCHER,344.0,31.0,315.0,104.0,171.0,0,0
VICTOR PINEDA,381.0,31.0,275.0,124.0,234.0,0,0
DANTE THUNDERSTONE,376.0,32.0,315.0,124.0,155.0,0,0
CHASE MERRILL,405.0,31.0,300.0,117.0,202.0,0,0
DYLAN MURRELL,367.0,34.0,280.0,114.0,176.0,0,0
JUSTIN LANE,391.0,32.0,305.0,115.0,171.0,0,0
ALEX GORDON,417.0,34.0,255.0,0,0,2322.0,165.0
SARIN SUVANASAI,419.0,30.0,300.0,121.0,190.0,0,0
COREY HOSTETTER,393.0,33.0,295.0,115.0,165.0,0,0
CONOR  KIDNER,343.0,28.0,285.0,105.0,191.0,0,0
SEBASTIAN JALAS,413.0,30.0,305.0,124.0,168.0,0,0
BRISTON GORDON,397.0,32.0,275.0,123.0,176.0,0,0
ANGEL RODRIGUEZ,350.0,29.0,282.0,91.0,210.0,0,0
MATTHEW  SPINAR,379.0,31.0,300.0,114.0,164.0,0,0
KENT MASTERS,457.0,30.0,300.0,122.0,177.0,0,0
JACOB PRITCHETT ,343.0,24.0,266.0,129.0,177.0,0,0
MITCHELL GRIFFITH,422.0,33.0,275.0,115.0,178.0,0,0
JACOB WHEELER,321.0,30.0,242.0,85.0,221.0,0,0
JARON  JACKSON,574.0,29.0,335.0,113.0,176.0,0,0
JACKSON  MILLER,391.0,31.0,255.0,138.0,165.0,0,0
JESSE HICKS ,403.0,27.0,271.0,121.0,217.0,0,0
GREG PRESUTTO,417.0,29.0,285.0,123.0,173.0,0,0
JONATHAN  ZIBLI,424.0,32.0,280.0,104.0,174.0,0,0
JAKE JULIAN,357.0,27.0,265.0,109.0,181.0,0,0
DOMENIC TEOLIS,370.0,27.0,280.0,109.0,171.0,0,0
ALEX PONGETTI,450.0,30.0,285.0,113.0,175.0,0,0
GAIGE CHACON,465.0,26.0,285.0,136.0,163.0,0,0
GUIDO  MULERO,399.0,21.0,275.57,134.0,165.0,0,0
THADDEUS CARON,373.0,26.0,265.0,100.0,178.0,0,0
VINCENT  FORD,374.0,29.0,275.0,89.0,168.0,0,0
NICHOLAS  CAUDILLO,422.0,30.0,264.0,105.0,175.0,0,0
JOEY SCOTT,483.0,30.0,275.0,118.0,159.0,0,0
STEVEN COLON,476.0,28.0,285.0,101.0,165.0,0,0
JOSEPH OGBURN II,476.0,29.0,255.0,104.0,176.0,0,0
JONATHAN NEWHOUSE,500.0,25.0,255.0,133.0,168.0,0,0
ROBERT  GORVETZIAN ,525.0,27.0,295.0,115.0,107.0,0,0
DEREK FLAHERTY,370.0,21.0,255.0,95.0,171.0,0,0
BRANDON FUNDERBURG,475.0,28.0,275.0,102.0,161.0,0,0
TIMOTHY ASHE,718.0,21.0,255.0,0,0,2303.0,118.0
TYLER SHERRELL,531.0,30.0,275.0,91.0,164.0,0,0
WILLIAM FORD,437.0,25.0,265.0,101.0,167.0,0,0
TIM GARNER,542.0,30.0,275.0,100.0,153.0,0,0
RYAN  CHILDERS,482.0,30.0,245.0,114.0,150.0,0,0
KYLE SPRADLIN,445.0,24.0,265.0,82.0,172.0,0,0
JASON WATKINS,485.0,27.0,245.0,89.0,177.0,0,0
DORI FLEEKOP,378.0,23.0,215.0,94.0,162.0,0,0
ANDREW FOWLIS,547.0,23.0,265.0,102.0,172.0,0,0
MIGUEL CORTES,407.0,23.0,227.5,86.0,168.0,0,0
EHREN O'BRIEN,631.0,23.0,275.0,79.0,175.0,0,0
MATTHEW POPE,571.0,22.0,210.0,0,0,2210.0,88.0
ANDREW COLE,593.0,22.0,235.0,0,0,2160.0,68.0
JOE NEHLS,522.0,29.0,225.0,85.0,157.0,0,0
JESÚS MANUEL FERNÁNDEZ REZA,513.0,26.0,235.0,97.0,132.0,0,0
MERWAN RAHMI,437.0,9.0,198.4,91.0,162.0,0,0
DONTAE SMILEY,796.0,26.0,255.0,75.0,116.0,0,0
JORDAN CLARK,533.0,22.0,217.0,90.0,157.0,0,0
DANIEL RIVERA,720.0,15.0,215.0,104.0,150.0,0,0
MATTHEW WALLACE,666.0,20.0,225.0,87.0,150.0,0,0
ALEJANDRO NARANJO,802.0,20.0,245.0,84.0,101.0,0,0
PATRICK KESTLER,720.0,11.0,205.0,60.0,235.0,0,0
HYUNSUK KIM,842.0,9.0,205.0,47.0,105.0,0,0
DEVIN  THAUT ,342.0,38.0,326.0,152.0,0,0,0
CHANDLER JORDAN,422.0,35.0,365.0,129.0,0,0,0
TRAVIS DURANT,507.0,31.0,315.0,0,177.0,0,0
BRANDON GARCIA,408.0,29.0,305.0,117.0,0,0,0
RICHARD PALMA,333.0,26.0,245.0,0,0,2000.0,0
DALE DALIDA,497.0,27.0,285.0,122.0,0,0,0
TYLER  ASHPAUGH,720.0,113.0,185.0,76.0,0,0,0
ALEX BUDRODEEN,477.0,26.0,275.0,91.0,0,0,0
MICHAEL TOMOIAGA,418.0,23.0,255.0,0,157.0,0,0
MATTHEW WEAVER,670.0,24.0,260.0,0,0,2249.0,0
JOHN THOMAS,497.0,27.0,246.0,145.0,0,0,0
ADAM SHAW,573.0,25.0,225.0,0,117.0,0,0
DANIEL SALGUERO,685.0,25.0,235.0,70.0,0,0,0
MATTHEW QUICK,760.0,18.0,245.0,62.0,0,0,0
TAYLOR CAMPBELL,696.0,16.0,205.0,71.0,0,0,0
HENRY SAILES,305.0,38.0,325.0,0,0,0,0
ZACHERY  BUNTIN,303.0,36.0,335.0,0,0,0,0
JULIAN SERNA,330.0,38.0,325.0,0,0,0,0
ANTHONY DAVIS,332.0,35.0,350.0,0,0,0,0
BENJAMIN JOHNSON,336.0,37.0,315.0,0,0,0,0
ERIC CARMODY,363.0,41.0,315.0,0,0,0,0
ZA ANDERSON,303.0,40.0,285.0,0,0,0,0
BABAK ESGHOUEI,298.0,36.0,297.0,0,0,0,0
PAULO PASSINI,342.0,34.0,325.0,0,0,0,0
ROSS BARR,330.0,34.0,315.0,0,0,0,0
RYAN SUNSHINE,328.0,35.0,307.0,0,0,0,0
AUSTIN BOLEN,361.0,41.0,305.0,0,0,0,0
SIMON BUTEAU,333.0,35.0,305.0,0,0,0,0
TRENT WILLIAMS,333.0,35.0,303.1,0,0,0,0
RAYMOND ROMANICK,340.0,31.0,327.9,0,0,0,0
DOMINICK MAURICI,372.0,38.0,305.0,0,0,0,0
HÉCTOR  TAPIA,354.0,33.0,322.0,0,0,0,0
STORM PATTERSON,325.0,38.0,278.0,0,0,0,0
LAGO GUIRALDES,316.0,35.0,287.0,0,0,0,0
HUDSON FRICKE,338.0,41.0,275.0,0,0,0,0
DAVID CYR-MARANDA,355.0,34.0,310.0,0,0,0,0
KENNY PROVOST,400.0,40.0,305.0,0,0,0,0
SAM STEWART,380.0,36.0,309.0,0,0,0,0
BROOKS FARRAR,333.0,32.0,305.0,0,0,0,0
ANDREW  CIFELLI ,330.0,35.0,285.0,0,0,0,0
ARNI BJORN  KRISTJANSSON,363.0,38.0,286.0,0,0,0,0
"MATT ""MIGHTY MOUSE"" RATTAY",382.0,31.0,355.0,0,0,0,0
JOEL HARDING,382.0,31.0,340.0,0,0,0,0
THOMAS MCCARTHY,379.0,35.0,305.0,0,0,0,0
MANUEL ZAUFL,352.0,33.0,303.13,0,0,0,0
ROBBIE RODRIGUEZ ,436.0,35.0,315.0,0,0,0,0
CARSON DAVIS,344.0,32.0,295.0,0,0,0,0
SAMUEL  ARAIZA,352.0,32.0,295.0,0,0,0,0
DAN ROMIGH,402.0,32.0,310.0,0,0,0,0
CODY  HATCHER,403.0,33.0,305.0,0,0,0,0
TONY SPALENY,312.0,31.0,275.0,0,0,0,0
ROBERT HUFFER,343.0,33.0,275.0,0,0,0,0
ROLANDO CASTRO,370.0,32.0,295.0,0,0,0,0
JOE FLORIA,474.0,34.0,315.0,0,0,0,0
SERGEY KOLTOVSKOY,353.0,32.0,277.0,0,0,0,0
TRISTAN  HOFFMANN,382.0,30.0,305.0,0,0,0,0
ALVIN HUDSON,407.0,32.0,300.0,0,0,0,0
BEN WHITE,367.0,30.0,297.0,0,0,0,0
CARLOS FUENTES REQUELME ,413.0,30.0,315.0,0,0,0,0
JOSEPH  LIMON,339.0,31.0,275.0,0,0,0,0
EDER CARRILLO,424.0,31.0,310.0,0,0,0,0
"JARED ""GOOSE"" COUCH",358.0,31.0,285.0,0,0,0,0
BIRKIR JÓNSSON,388.0,32.0,287.0,0,0,0,0
DONNIE OCHAMPAUGH ,456.0,31.0,312.0,0,0,0,0
BEN MOORE,372.0,32.0,277.5,0,0,0,0
LAMBROS ISMAIL,411.0,33.0,285.0,0,0,0,0
TAREKE LE LIEVRE,457.0,33.0,297.0,0,0,0,0
HONZA  HANAK,397.0,31.0,290.0,0,0,0,0
ALEXANDER HERNANDEZ,650.0,31.0,335.0,0,0,0,0
AUSTIN MORGAN,358.0,31.0,275.0,0,0,0,0
JACKSON  DROHAN,384.0,28.0,305.0,0,0,0,0
GREG CAMPISI ,374.0,32.0,275.0,0,0,0,0
JULIO ROMAGUERA,460.0,34.0,287.0,0,0,0,0
PAT GENDRON,374.0,34.0,262.0,0,0,0,0
ERIC WILFONG,429.0,31.0,300.0,0,0,0,0
MICHAL  MIČKA ,390.0,30.0,288.0,0,0,0,0
ROBERT HIBBARD,432.0,30.0,305.0,0,0,0,0
DANNY GUNN,514.0,32.0,305.0,0,0,0,0
JEFF FRANZEN,426.0,28.0,312.0,0,0,0,0
TIM CARLSON,349.0,29.0,275.0,0,0,0,0
CADE PARKES,450.0,31.0,295.0,0,0,0,0
ANTHONY KOEHLER,385.0,33.0,255.0,0,0,0,0
BRANDON DELAO,459.0,27.0,315.0,0,0,0,0
DEREK BISHOP,440.0,28.0,305.0,0,0,0,0
SCHALK BURGER,385.0,27.0,286.0,0,0,0,0
FRANK WOOLLEY JR.,419.0,28.0,295.0,0,0,0,0
MATTHEAUS OTERO ,378.0,29.0,275.0,0,0,0,0
SEBASTIAN COSTAS,431.0,31.0,276.0,0,0,0,0
EMMANUEL  DICKSON ,427.0,29.0,286.0,0,0,0,0
JOÃO HIDE KAMI MURA,413.0,27.0,286.0,0,0,0,0
LEON UPTEGROVE ,368.0,27.0,275.0,0,0,0,0
ANDREW REIMON,413.0,30.0,275.0,0,0,0,0
HÉCTOR MORALES,426.0,26.0,295.0,0,0,0,0
STEFAN KROHN,478.0,30.0,285.0,0,0,0,0
MARCO DI STASIO,585.0,30.0,295.0,0,0,0,0
ISAAC FUENTES,408.0,29.0,267.5,0,0,0,0
MATT  WILSON,464.0,27.0,286.6,0,0,0,0
LACHLAN LEARG,455.0,30.0,275.0,0,0,0,0
JOSH HARDIN,411.0,29.0,265.0,0,0,0,0
BENJAMIN  TIJERINA,445.0,26.0,285.0,0,0,0,0
PATRICK FINN,510.0,30.0,275.0,0,0,0,0
JASON O'BANNON,343.0,22.0,230.0,0,0,0,0
ALEXANDRE SANGALANG,561.0,24.0,305.0,0,0,0,0
MIGUEL  GUEVARA,443.0,28.0,265.0,0,0,0,0
RYAN NIGHTINGALE ,362.0,20.0,255.0,0,0,0,0
LUIS PENA,401.0,28.0,235.0,0,0,0,0
AARON CRANFORD,521.0,25.0,286.0,0,0,0,0
JONATHAN HUGHES,451.0,26.0,275.0,0,0,0,0
DYLAN MALITSKY,420.0,27.0,255.0,0,0,0,0
KURTIS KOBARA ,433.0,30.0,235.0,0,0,0,0
MERT IGCI,469.0,26.0,275.0,0,0,0,0
CJ DEPALMA,383.0,22.0,245.0,0,0,0,0
DYLAN DICKENS,484.0,29.0,255.0,0,0,0,0
ANTHONY MAZIERE,497.0,28.0,265.0,0,0,0,0
BRIAN GARDNER,536.0,29.0,265.0,0,0,0,0
AUSTIN SIEGEL,520.0,27.0,275.0,0,0,0,0
ROSS HARLAN,458.0,25.0,265.0,0,0,0,0
DAVID WILLIAMS,549.0,28.0,258.0,0,0,0,0
HECTOR MATEUS,487.0,26.0,255.0,0,0,0,0
FRANTZ PETITPAPA,649.0,29.0,255.0,0,0,0,0
STEWART JONES,379.0,0.0,0.0,0,0,0,0
CARLOS MADRIGAL,505.0,25.0,255.0,0,0,0,0
BOBBY TROOP,507.0,25.0,250.0,0,0,0,0
COLEMAN PETREE,520.0,23.0,255.0,0,0,0,0
JOÃO VITOR DE SOUZA,452.0,22.0,225.0,0,0,0,0
DIEGO  GUERRERO,531.0,23.0,255.0,0,0,0,0
JORGE CHRISTIAN PÉREZ NÁJERA ,447.0,21.0,225.0,0,0,0,0
DIEGO SALAZAR CAMBRONERO,543.0,25.0,245.0,0,0,0,0
JUAN CRUZ,682.0,29.0,205.0,0,0,0,0
JOSHUA STEPHENSON,532.0,21.0,250.0,0,0,0,0
LOGAN RAY,507.0,22.0,235.0,0,0,0,0
RIGEL  GALAN,565.0,24.0,240.0,0,0,0,0
TYLER  BRUESEWITZ,474.0,20.0,225.0,0,0,0,0
TYLER SHEPHERD,720.0,27.0,230.0,0,0,0,0
K.C. MILLER,559.0,24.0,225.0,0,0,0,0
ALEX  CARRILLO,645.0,20.0,255.0,0,0,0,0
JERONIMO LADOUX,494.0,19.0,225.0,0,0,0,0
IAN SINCLAIR,576.0,21.0,245.0,0,0,0,0
MOTOYA NAKATA,570.0,14.0,195.0,0,0,0,0
JACK LAMBERT,698.0,15.0,225.0,0,0,0,0
PETER VALENTINE,720.0,15.0,221.0,0,0,0,0
SOFIANE  MOKKEDEM ,629.0,7.0,176.3,0,0,0,0
MARIANO MENDOZA,709.0,16.0,185.0,0,0,0,0
DANIEL  RODRIGUEZ ,760.0,7.0,185.0,0,0,0,0
RYAN SIMMONS,0,30.0,315.0,0,0,0,0
FRANCIS NOBLE,0,20.0,235.0,0,0,0,0
SIMON GUSTAFSSON,341.0,0,0,0,0,0,0
SEA JAY,366.0,0,0,0,0,0,0
WILLIAM VIGORS,374.0,0,0,0,0,0,0
PETTER MÅNSSON,397.0,0,0,0,0,0,0
ZACHARY NAPOLITANO,429.0,0,0,0,0,0,0
SEAN KELLY,469.0,0,0,0,0,0,0
MICHAEL REVELAKIS,525.0,0,0,0,0,0,0
JOHN DARCY,720.0,0,0,0,0,0,0
ALLY MACKINNON,0,0,0,0,0,0,0
ANTHONY COSTA,0,0,0,0,0,0,0
ANTHONY SILVERS,0,0,0,0,0,0,0
ANTONIO BARRIAS,0,0,0,0,0,0,0
BARRETT  DANZ,0,0,0,0,0,0,0
BEN ROSEN,0,0,0,0,0,0,0
BENJAMIN RANSOM,0,0,0,0,0,0,0
BOBBY ZHANG,0,0,0,0,0,0,0
BRADLEY WIERSON,0,0,0,0,0,0,0
BRANDON  SEGOVIA,0,0,0,0,0,0,0
BRENDAN  WILLIS,0,0,0,0,0,0,0
BROCK MCCALLISTER,0,0,0,0,0,0,0
CHASE  DAVIS,0,0,0,0,0,0,0
CHIPPER GARRETT,0,0,0,0,0,0,0
CHRIS  MARINO ,0,0,0,0,0,0,0
CHRIS THORNE,0,0,0,0,0,0,0
CHRISTIAN HARRIS,0,0,0,0,0,0,0
CHRISTIAN NORRIS,0,0,0,0,0,0,0
CY OLSON,0,0,0,0,0,0,0
DANNY  BOGGS ,0,0,0,0,0,0,0
DAVID HERNANDEZ,0,0,0,0,0,0,0
DAVID STEVENS,0,0,0,0,0,0,0
DAVID WIGGIN,0,0,0,0,0,0,0
DEAN SANTOS,0,0,0,0,0,0,0
DMITRII TRUSHKIN,0,0,0,0,0,0,0
FREDRIC GYLLENSTEN,0,0,0,0,0,0,0
GARRETT ROSS-JOHNSON ,0,0,0,0,0,0,0
GONZALO DURO,0,0,0,0,0,0,0
GRAHAM SAPP,0,0,0,0,0,0,0
ISAAC ENCINAS,0,0,0,0,0,0,0
JAMES MARTINEZ,0,0,0,0,0,0,0
JARRED WILSON,0,0,0,0,0,0,0
JOE CARRAVETTA ,0,0,0,0,0,0,0
JOE PIERRO,0,0,0,0,0,0,0
JOEL WALDEN,0,0,0,0,0,0,0
JOHN HANSEN,0,0,0,0,0,0,0
JOHN HARVEY,0,0,0,0,0,0,0
JOHN PENNER,0,0,0,0,0,0,0
JOHN SAMMARCO,0,0,0,0,0,0,0
JONATHON DAVIS,0,0,0,0,0,0,0
JORDON  PIGGOTT,0,0,0,0,0,0,0
JORGE ARAGON-SIERRA,0,0,0,0,0,0,0
JOSEPH  DAVENPORT,0,0,0,0,0,0,0
JOSH KASTELER,0,0,0,0,0,0,0
JOSH SAWYER,0,0,0,0,0,0,0
JOSH WHITE,0,0,0,0,0,0,0
JUAN  ROMERO,0,0,0,0,0,0,0
JUSTIN SCHIPPER,0,0,0,0,0,0,0
KELLY SOUHEAVER,0,0,0,0,0,0,0
KERRY COFER,0,0,0,0,0,0,0
KOBY REYES,0,0,0,0,0,0,0
KOLTON O'DAY,0,0,0,0,0,0,0
KOSTA ILIC,0,0,0,0,0,0,0
KYLE RIFFLE,0,0,0,0,0,0,0
LAURENT MAGGIA,0,0,0,0,0,0,0
LEE TEBBENS,0,0,0,0,0,0,0
LEVI RICHARDS,0,0,0,0,0,0,0
LINC BOWMAN,0,0,0,0,0,0,0
LOREN  CROWDER,0,0,0,0,0,0,0
LUCAS NEUFELD,0,0,0,0,0,0,0
LUIZ OLIVEIRA,0,0,0,0,0,0,0
MARC ANDRE SAVARD,0,0,0,0,0,0,0
MARTIN GONZALEZ,0,0,0,0,0,0,0
MATE SIVAK,0,0,0,0,0,0,0
MATTHEW GUENETTE,0,0,0,0,0,0,0
MAXIME TOUCHARD,0,0,0,0,0,0,0
MIKE MCKENNA,0,0,0,0,0,0,0
MILES (MUI) AILSTOCK ,0,0,0,0,0,0,0
MITCHEL HARDING,0,0,0,0,0,0,0
NICHOLAS HELMS,0,0,0,0,0,0,0
PEPPER WALSH,0,0,0,0,0,0,0
PETE SHAW,0,0,0,0,0,0,0
PEYTON GRAY,0,0,0,0,0,0,0
PHIL TOON,0,0,0,0,0,0,0
RENE  SANCHEZ,0,0,0,0,0,0,0
RICHARD  MACK,0,0,0,0,0,0,0
RICK PORTER,0,0,0,0,0,0,0
RJ ZYGAROWSKI,0,0,0,0,0,0,0
ROB HARTLEY,0,0,0,0,0,0,0
ROB THOMAS,0,0,0,0,0,0,0
ROBERT ANDREWS,0,0,0,0,0,0,0
