Name,WOD 1,WOD 2,WOD 3,WOD 4,WOD 5,WOD 6,WOD 7
JAMIE JENNUSA,580.0,29.0,160.0,0,0,0,0
MELISSA JACOBSON,509.0,23.0,165.0,0,0,0,0
MICHELA  ROSSETTO ,732.0,25.0,176.37,0,0,0,0
NICOLE KATZ,656.0,27.0,162.5,0,0,0,0
MICHELLE  MCCLAIN ,690.0,24.0,167.0,0,0,0,0
LACY BECKLER,568.0,20.0,160.0,0,0,0,0
SAMANTHA JOHNS,617.0,19.0,165.0,0,0,0,0
LORI BURSTEIN,0,0,0,103.0,0,1410.0,120.0
MAE JANIK,734.0,21.0,155.0,0,0,0,0
KATHRYN BALONE,847.0,20.0,165.0,0,0,0,0
SARAH STAUDER,656.0,25.0,105.0,0,0,0,0
VERONICA ZIMMERMAN,0,0,0,135.0,117.0,0,0
LAURA MEADOR,579.0,0,0,0,0,0,0
ASHLEY ARMSTRONG,0,0,0,0,0,0,0
CHARLIE HELTON,0,0,0,0,0,0,0
CHASITY SNOWDEN,0,0,0,0,0,0,0
CORRINE CHECK,0,0,0,0,0,0,0
ELISA VAGNINI,0,0,0,0,0,0,0
JANINE SHILLINGTON,0,0,0,0,0,0,0
JENNY  PAVEZ,0,0,0,0,0,0,0
KATIE NEEDHAM,0,0,0,0,0,0,0
KELLY ABNEY,0,0,0,0,0,0,0
LISA ROLFE,0,0,0,0,0,0,0
MARGO BEAUDOIN,0,0,0,0,0,0,0
MEGAN BERTINI ,0,0,0,0,0,0,0
PATRICIA SWEENEY,0,0,0,0,0,0,0
RACHEL SZAKMARY,0,0,0,0,0,0,0
ROBIN PIATT,0,0,0,0,0,0,0
SADIE KAPLAN,0,0,0,0,0,0,0
YVETTE TROMP,0,0,0,0,0,0,0
