Name,WOD 1,WOD 2,WOD 3,WOD 4,WOD 5,WOD 6,WOD 7
DUSTIN BRIGGS,548.0,28.0,245.0,0,0,0,0
ALEX ESQUEDA,460.0,21.0,225.0,0,0,0,0
FRANK MIRANDA,538.0,23.0,225.0,0,0,0,0
CHRIS WEBSTER,628.0,24.0,215.0,0,0,0,0
RUBEN VAQUERO,699.0,21.0,245.0,0,0,0,0
MIKE GODDEERIS,882.0,20.0,255.0,0,0,0,0
STEPHEN HAND,803.0,19.0,245.0,0,0,0,0
CHRISTOPHER MURRAY,596.0,20.0,0.0,0,0,0,0
KRYS ALLEN,592.0,15.0,205.0,0,0,0,0
VINCENT RUIZ,715.0,18.0,205.0,0,0,0,0
SEAN STUART,667.0,14.0,200.0,0,0,0,0
CARLOS ROBLES,875.0,11.0,216.0,0,0,0,0
CHARLIE MYERS,795.0,13.0,210.0,0,0,0,0
LUKE HARDING,720.0,26.0,145.0,0,0,0,0
BRADLEY TAYSOM,570.0,37.0,205.0,0,0,0,0
GARRETT CORLEY,0,35.0,265.0,0,0,0,0
MARIO FERNANDEZ,542.0,0,0,0,0,0,0
HAL WRAY,760.0,0,0,0,0,0,0
ROBERT DRAPER,819.0,0,0,0,0,0,0
AUSTIN COHEN ,0,0,0,0,0,0,0
BRANDON CASTEEL,0,0,0,0,0,0,0
BRIAN CAPONE,0,0,0,0,0,0,0
BRYAN RIMEDIO,0,0,0,0,0,0,0
CHRISTOPHER CAMP,0,0,0,0,0,0,0
CODY DUNFEE,0,0,0,0,0,0,0
EAMON COYNE,0,0,0,0,0,0,0
EDUARDO  AGUILAR,0,0,0,0,0,0,0
EJ KAKU,0,0,0,0,0,0,0
ERIC BLAND,0,0,0,0,0,0,0
FRANCOIS BEAUREGARD,0,0,0,0,0,0,0
GUY ALLSUP,0,0,0,0,0,0,0
JAIME NEGRIN,0,0,0,0,0,0,0
JAMES KUSAMA,0,0,0,0,0,0,0
JASON TITHOF,0,0,0,0,0,0,0
JD BROOKS,0,0,0,0,0,0,0
JERAMY BYRD,0,0,0,0,0,0,0
JOHN MCGEACHY,0,0,0,0,0,0,0
JONATHAN  STAATS,0,0,0,0,0,0,0
JOSH CLARK,0,0,0,0,0,0,0
LIONEL BOURRIN,0,0,0,0,0,0,0
LUIS PEREZ,0,0,0,0,0,0,0
MATTHEW GODINA,0,0,0,0,0,0,0
MAUDE RIOPEL,0,0,0,0,0,0,0
MICHAEL WALSH,0,0,0,0,0,0,0
PAUL SCHLAFLY ,0,0,0,0,0,0,0
PAUL VINTIMILLA ,0,0,0,0,0,0,0
ROB LAWSON,0,0,0,0,0,0,0
ROBERT MERTO,0,0,0,0,0,0,0
THOMAS HÜBENER,0,0,0,0,0,0,0
WILLIAM MCCOY,0,0,0,0,0,0,0
